Filename,Z3,Eldarica,CVC4Ind,CVC4Finite,VeriMAP-iddt
tip2015/sort_HSort2Sorts.0.smt2,300000,300000,300000,300000,300000
tip2015/int_left_distrib.0.smt2,169067,300000,2538,300000,300000
tip2015/sort_nat_TSortSorts.0.smt2,300000,300000,300000,300000,300000
tip2015/regexp_Deeps.0.smt2,300000,300000,300000,300000,300000
tip2015/relaxedprefix_correct.0.smt2,300000,300000,300000,300000,300000
tip2015/nat_le_reflexive.0.smt2,14,1591,300000,300000,87
tip2015/sort_nat_BubSortCount.0.smt2,300000,300000,300000,300000,300000
tip2015/bin_times.0.smt2,300000,300000,300000,300000,300000
tip2015/weird_nat_mul3_rrot.0.smt2,300000,300000,300000,300000,300000
tip2015/weird_nat_mul3_comm12.0.smt2,300000,300000,300000,300000,300000
tip2015/weird_nat_add3acc_spec.0.smt2,300000,300000,300000,300000,300000
tip2015/bin_plus.0.smt2,300000,300000,300000,300000,300000
tip2015/weird_nat_add3_rrot.0.smt2,300000,300000,300000,300000,300000
tip2015/sort_MSortTDIsSort.0.smt2,300000,140467,300000,300000,300000
tip2015/sort_NStoogeSortSorts.0.smt2,300000,300000,300000,300000,300000
tip2015/sort_NStoogeSortIsSort.0.smt2,300000,300000,300000,300000,300000
tip2015/sort_nat_MSortTDCount.0.smt2,300000,300000,300000,300000,300000
tip2015/weird_nat_mul3_comm23.0.smt2,300000,300000,300000,300000,300000
tip2015/regexp_PlusAssociative.0.smt2,300000,300000,300000,300000,300000
tip2015/relaxedprefix_is_prefix_1.0.smt2,300000,300000,300000,300000,300000
tip2015/sort_NMSortTDSorts.0.smt2,1980,300000,300000,182,300000
tip2015/weird_nat_mul3acc_comm23.0.smt2,300000,300000,300000,300000,300000
tip2015/sort_nat_NStoogeSort2Sorts.0.smt2,300000,300000,300000,300000,300000
tip2015/relaxedprefix_is_prefix_4.0.smt2,300000,300000,300000,300000,300000
tip2015/propositional_AndIdempotent.0.smt2,300000,300000,300000,300000,300000
tip2015/nat_boring_max_min_distrib.0.smt2,300000,300000,300000,300000,300000
tip2015/rotate_snoc_self.0.smt2,300000,300000,300000,300000,300000
tip2015/nat_min_max_abs.0.smt2,300000,5027,300000,300000,300000
tip2015/int_mul_assoc.0.smt2,300000,300000,300000,300000,300000
tip2015/nat_alt_mul_assoc.0.smt2,300000,300000,300000,300000,300000
tip2015/list_nat_Interleave.0.smt2,300000,300000,300000,300000,300000
tip2015/int_add_assoc.0.smt2,2105,300000,58,3416,300000
tip2015/nat_acc_alt_mul_same.0.smt2,300000,300000,300000,300000,300000
tip2015/weird_nat_add3acc_assoc3.0.smt2,300000,300000,300000,300000,300000
tip2015/nat_lt_asymmetric.0.smt2,300000,4168,300000,300000,300000
tip2015/nat_max_comm.0.smt2,300000,7185,300000,300000,300000
tip2015/sort_TSortCount.0.smt2,300000,300000,300000,300000,300000
tip2015/sort_BubSortSorts.0.smt2,300000,300000,300000,300000,300000
tip2015/sort_nat_HSortSorts.0.smt2,400000,300000,300000,300000,300000
tip2015/regexp_Reverse.0.smt2,300000,300000,300000,300000,300000
tip2015/mccarthy91_M1.0.smt2,300000,300000,300000,300000,300000
tip2015/rotate_self.0.smt2,300000,300000,300000,300000,300000
tip2015/bin_nat_times_comm.0.smt2,300000,300000,300000,300000,300000
tip2015/weird_nat_add3_comm12.0.smt2,300000,300000,300000,300000,300000
tip2015/rotate_structural_mod.0.smt2,400000,300000,300000,300000,300000
tip2015/sort_nat_StoogeSortIsSort.0.smt2,300000,300000,300000,300000,300000
tip2015/sort_nat_StoogeSortCount.0.smt2,300000,300000,300000,300000,300000
tip2015/nat_boring_gt_asymmetric.0.smt2,300000,4288,300000,300000,300000
tip2015/nat_le_ne_lt.0.smt2,300000,3593,300000,300000,300000
tip2015/nat_le_trans.0.smt2,300000,5926,300000,300000,300000
tip2015/relaxedprefix_is_prefix_3.0.smt2,300000,300000,300000,300000,300000
tip2015/bin_nat_s.0.smt2,300000,400000,300000,300000,300000
tip2015/sort_nat_StoogeSort2IsSort.0.smt2,300000,300000,300000,300000,300000
tip2015/bin_s.0.smt2,300000,400000,300000,300000,300000
tip2015/sort_nat_BSortSorts.0.smt2,16310,300000,300000,98,300000
tip2015/bin_plus_comm.0.smt2,300000,300000,300000,300000,300000
tip2015/sort_ISortCount.0.smt2,300000,300000,300000,300000,300000
tip2015/weird_nat_add3_same.0.smt2,300000,300000,300000,300000,300000
tip2015/nat_pow_one.0.smt2,300000,300000,300000,300000,300000
tip2015/escape_NoSpecial.0.smt2,300000,400000,300000,84,300000
tip2015/sort_MSortBU2Count.0.smt2,300000,300000,300000,300000,300000
tip2015/weird_nat_mul3_same.0.smt2,6944,300000,300000,300000,300000
tip2015/int_add_inv_right.0.smt2,300000,300000,300000,300000,300000
tip2015/sort_nat_StoogeSortSorts.0.smt2,300000,300000,300000,300000,300000
tip2015/sort_nat_StoogeSort2Sorts.0.smt2,300000,300000,300000,300000,300000
tip2015/nat_acc_plus_comm.0.smt2,300000,300000,300000,300000,300000
tip2015/nat_le_ge_eq.0.smt2,300000,300000,300000,300000,300000
tip2015/nat_max_assoc.0.smt2,300000,300000,300000,300000,300000
tip2015/weird_nat_mul3_rot.0.smt2,300000,300000,300000,300000,300000
tip2015/nat_boring_min_assoc.0.smt2,300000,300000,300000,300000,300000
tip2015/sort_BSortSorts.0.smt2,687,300000,300000,90,300000
tip2015/sort_nat_HSortIsSort.0.smt2,300000,300000,300000,300000,300000
tip2015/propositional_AndCommutative.0.smt2,300000,300000,300000,300000,300000
tip2015/list_append_inj_2.0.smt2,300000,300000,300000,300000,300000
tip2015/regexp_RecNil.0.smt2,300000,11184,300000,2568,300000
tip2015/sort_HSort2IsSort.0.smt2,300000,300000,300000,300000,300000
tip2015/int_add_ident_left.0.smt2,689,13525,34,73,300000
tip2015/weird_nat_mul3_assoc2.0.smt2,300000,300000,300000,300000,300000
tip2015/rotate_snoc.0.smt2,300000,300000,300000,300000,300000
tip2015/propositional_Okay.0.smt2,300000,300000,300000,300000,300000
tip2015/nat_le_antisym.0.smt2,300000,300000,300000,300000,300000
tip2015/nat_boring_gt_irreflexive.0.smt2,11,1588,300000,300000,87
tip2015/weird_nat_add3_assoc1.0.smt2,300000,300000,300000,300000,300000
tip2015/sort_nat_TSortCount.0.smt2,300000,300000,300000,300000,300000
tip2015/weird_nat_mul2_comm.0.smt2,300000,300000,300000,300000,300000
tip2015/sort_nat_ISortSorts.0.smt2,300000,300000,300000,300000,300000
tip2015/weird_nat_add3_spec.0.smt2,300000,300000,300000,300000,300000
tip2015/nat_pow_le_factorial.0.smt2,300000,300000,300000,300000,300000
tip2015/list_nat_PairUnpair.0.smt2,400000,300000,300000,300000,300000
tip2015/propositional_Sound.0.smt2,300000,300000,300000,300000,300000
tip2015/nat_pow_times.0.smt2,300000,300000,300000,300000,300000
tip2015/sort_NStoogeSort2Sorts.0.smt2,300000,300000,300000,300000,300000
tip2015/sort_nat_StoogeSort2Count.0.smt2,300000,300000,300000,300000,300000
tip2015/nat_boring_min_idem.0.smt2,16,1777,300000,300000,300000
tip2015/tree_Flatten3.0.smt2,300000,400000,300000,300000,300000
tip2015/weird_nat_mul3acc_assoc2.0.smt2,300000,300000,300000,300000,300000
tip2015/nat_lt_ne.0.smt2,13,1618,300000,300000,86
tip2015/nat_alt_mul_comm.0.smt2,300000,300000,300000,300000,300000
tip2015/sort_nat_BSortIsSort.0.smt2,300000,300000,300000,300000,300000
tip2015/regexp_RecEps.0.smt2,300000,21484,300000,7447,300000
tip2015/int_add_inv_left.0.smt2,300000,300000,300000,300000,300000
tip2015/nat_acc_plus_same.0.smt2,300000,300000,300000,300000,300000
tip2015/weird_nat_add3_comm13.0.smt2,300000,300000,300000,300000,300000
tip2015/sort_nat_NStoogeSort2Count.0.smt2,300000,300000,300000,300000,300000
tip2015/weird_nat_op_assoc2.0.smt2,300000,300000,300000,300000,300000
tip2015/nat_boring_max_min_abs.0.smt2,300000,5020,300000,300000,300000
tip2015/sort_nat_MSortBU2IsSort.0.smt2,300000,300000,300000,300000,300000
tip2015/sort_MSortTDCount.0.smt2,877,300000,300000,300000,300000
tip2015/sort_BubSortIsSort.0.smt2,300000,300000,300000,300000,300000
tip2015/sort_BSortIsSort.0.smt2,300000,300000,300000,300000,300000
tip2015/sort_nat_MSortTDIsSort.0.smt2,300000,300000,300000,300000,300000
tip2015/weird_nat_mul3_comm13.0.smt2,300000,300000,300000,300000,300000
tip2015/weird_nat_add3acc_comm12.0.smt2,300000,300000,300000,300000,300000
tip2015/weird_nat_mul3_assoc1.0.smt2,300000,300000,300000,300000,300000
tip2015/regexp_Star.0.smt2,300000,300000,300000,300000,300000
tip2015/escape_Injective.0.smt2,300000,400000,300000,300000,300000
tip2015/sort_nat_BubSortIsSort.0.smt2,300000,300000,300000,300000,300000
tip2015/bin_nat_times.0.smt2,300000,300000,300000,300000,300000
tip2015/regexp_RecSeq.0.smt2,300000,300000,300000,300000,300000
tip2015/sort_BSortCount.0.smt2,2058,300000,300000,300000,300000
tip2015/int_mul_ident_right.0.smt2,300000,300000,300000,300000,300000
tip2015/weird_nat_add3_rot.0.smt2,300000,300000,300000,300000,300000
tip2015/weird_nat_add3_comm23.0.smt2,300000,300000,300000,300000,300000
tip2015/nat_acc_plus_assoc.0.smt2,300000,300000,300000,300000,300000
tip2015/tree_SwapAB.0.smt2,300000,300000,300000,300000,300000
tip2015/sort_StoogeSort2IsSort.0.smt2,300000,300000,300000,300000,300000
tip2015/bin_times_comm.0.smt2,300000,300000,300000,300000,300000
tip2015/list_append_inj_1.0.smt2,300000,300000,300000,300000,300000
tip2015/int_mul_comm.0.smt2,300000,300000,300000,300000,300000
tip2015/weird_nat_add3acc_rot.0.smt2,300000,300000,300000,300000,300000
tip2015/sort_NMSortTDCount.0.smt2,2719,300000,300000,300000,300000
tip2015/regexp_SeqAssociative.0.smt2,300000,300000,300000,300000,300000
tip2015/sort_nat_ISortCount.0.smt2,300000,300000,300000,300000,300000
tip2015/sort_nat_BSortCount.0.smt2,300000,300000,300000,300000,300000
tip2015/sort_nat_HSort2Count.0.smt2,300000,300000,300000,300000,300000
tip2015/nat_lt_trans.0.smt2,300000,300000,300000,300000,300000
tip2015/nat_lt_irreflexive.0.smt2,12,1613,300000,300000,94
tip2015/weird_nat_op_assoc.0.smt2,300000,300000,300000,300000,300000
tip2015/bin_nat_plus_assoc.0.smt2,300000,300000,300000,300000,300000
tip2015/weird_nat_add3acc_comm13.0.smt2,300000,300000,300000,300000,300000
tip2015/rotate_mod.0.smt2,400000,300000,300000,300000,300000
tip2015/sort_StoogeSort2Sorts.0.smt2,300000,300000,300000,300000,300000
tip2015/sort_nat_NMSortTDIsSort.0.smt2,400000,300000,300000,300000,300000
tip2015/sort_NStoogeSort2Count.0.smt2,300000,300000,300000,300000,300000
tip2015/mccarthy91_M2.0.smt2,300000,300000,300000,300000,300000
tip2015/sort_nat_TSortIsSort.0.smt2,300000,300000,300000,300000,300000
tip2015/sort_nat_BubSortSorts.0.smt2,300000,300000,300000,300000,300000
tip2015/weird_nat_add3acc_comm23.0.smt2,300000,300000,300000,300000,300000
tip2015/int_add_comm.0.smt2,300000,300000,300000,300000,300000
tip2015/sort_nat_NStoogeSortSorts.0.smt2,300000,300000,300000,300000,300000
tip2015/nat_boring_min_comm.0.smt2,300000,7205,300000,300000,300000
tip2015/sort_nat_MSortBU2Sorts.0.smt2,300000,300000,300000,300000,300000
tip2015/sort_MSortBU2IsSort.0.smt2,300000,300000,300000,300000,300000
tip2015/sort_nat_HSort2IsSort.0.smt2,300000,300000,300000,300000,300000
tip2015/regexp_PlusIdempotent.0.smt2,85,300000,300000,300000,300000
tip2015/sort_HSort2Count.0.smt2,300000,300000,300000,300000,300000
tip2015/sort_NMSortTDIsSort.0.smt2,300000,55659,300000,300000,300000
tip2015/regexp_RecStar.0.smt2,300000,300000,300000,300000,300000
tip2015/mod_same.0.smt2,103,300000,55,77,2134
tip2015/nat_boring_gt_trans.0.smt2,300000,5011,300000,300000,300000
tip2015/sort_NStoogeSort2IsSort.0.smt2,300000,300000,300000,300000,300000
tip2015/propositional_AndImplication.0.smt2,300000,300000,300000,300000,300000
tip2015/nat_acc_alt_mul_assoc.0.smt2,300000,300000,300000,300000,300000
tip2015/nat_boring_ge_reflexive.0.smt2,15,1649,300000,300000,81
tip2015/weird_nat_add3_assoc2.0.smt2,300000,300000,300000,300000,300000
tip2015/nat_alt_mul_same.0.smt2,300000,300000,300000,300000,300000
tip2015/nat_acc_alt_mul_comm.0.smt2,300000,300000,300000,300000,300000
tip2015/bin_nat_times_assoc.0.smt2,300000,300000,300000,300000,300000
tip2015/nat_min_max_distrib.0.smt2,300000,300000,300000,300000,300000
tip2015/bin_nat_distrib.0.smt2,300000,300000,300000,300000,300000
tip2015/sort_TSortIsSort.0.smt2,300000,300000,300000,300000,300000
tip2015/weird_nat_mul3acc_rrot.0.smt2,300000,300000,300000,300000,300000
tip2015/weird_nat_op_comm_comm.0.smt2,300000,300000,300000,300000,300000
tip2015/weird_nat_mul3acc_rot.0.smt2,400000,300000,300000,300000,300000
tip2015/regexp_RecAtom.0.smt2,300000,48716,300000,147358,300000
tip2015/weird_nat_mul3_assoc3.0.smt2,300000,300000,300000,300000,300000
tip2015/sort_MSortBU2Sorts.0.smt2,300000,300000,300000,300000,300000
tip2015/regexp_PlusCommutative.0.smt2,300000,300000,300000,300000,300000
tip2015/sort_ISortSorts.0.smt2,300000,300000,300000,300000,300000
tip2015/tree_Flatten1.0.smt2,300000,300000,300000,300000,300000
tip2015/weird_nat_add3acc_assoc2.0.smt2,300000,300000,300000,300000,300000
tip2015/sort_nat_NMSortTDCount.0.smt2,400000,300000,300000,300000,300000
tip2015/weird_nat_mul3acc_spec.0.smt2,42870,300000,300000,300000,300000
tip2015/sort_TSortSorts.0.smt2,300000,300000,300000,300000,300000
tip2015/nat_pow_pow.0.smt2,300000,300000,300000,300000,300000
tip2015/bin_times_assoc.0.smt2,300000,300000,300000,300000,300000
tip2015/sort_nat_HSortCount.0.smt2,300000,300000,300000,300000,300000
tip2015/weird_nat_add3_assoc3.0.smt2,300000,300000,300000,300000,300000
tip2015/weird_nat_mul3acc_comm12.0.smt2,300000,300000,300000,300000,300000
tip2015/regexp_RecPlus.0.smt2,300000,300000,300000,300000,300000
tip2015/sort_NStoogeSortCount.0.smt2,300000,300000,300000,300000,300000
tip2015/sort_nat_NStoogeSortIsSort.0.smt2,300000,300000,300000,300000,300000
tip2015/sort_nat_NStoogeSortCount.0.smt2,300000,300000,300000,300000,300000
tip2015/sort_StoogeSortCount.0.smt2,300000,300000,300000,300000,300000
tip2015/weird_nat_add3acc_rrot.0.smt2,300000,300000,300000,300000,300000
tip2015/weird_nat_mul3_spec.0.smt2,400000,300000,300000,300000,300000
tip2015/weird_nat_mul3acc_assoc1.0.smt2,15037,300000,300000,300000,300000
tip2015/sort_nat_MSortTDSorts.0.smt2,300000,300000,300000,300000,300000
tip2015/fermat_last.0.smt2,300000,300000,300000,300000,300000
tip2015/weird_nat_mul2_assoc.0.smt2,300000,300000,300000,300000,300000
tip2015/weird_nat_mul3acc_assoc3.0.smt2,12190,300000,300000,300000,300000
tip2015/sort_StoogeSort2Count.0.smt2,300000,300000,300000,300000,300000
false/regexp_star_seq.0.smt2,300000,300000,300000,300000,300000
false/regexp_star_plus_easy_2.0.smt2,300000,300000,300000,300000,300000
false/regexp_switcheroo.0.smt2,121,95807,53,69,300000
false/productive_use_of_failure_union_comm.0.smt2,3860,300000,300000,130,300000
false/queue1_QueueL.0.smt2,300000,300000,300000,300000,300000
false/regexp_kfind5.0.smt2,300000,300000,300000,300000,300000
false/productive_use_of_failure_drop_inj1.0.smt2,10,1960,21,18,74
false/regexp_deluxe_FromToConj.0.smt2,217,39291,300000,3270,550
false/regexp_kfind7.0.smt2,300000,300000,300000,300000,300000
false/regexp_deluxe_iter'.0.smt2,300000,300000,300000,4954,400000
false/regexp_kfind2.0.smt2,300000,300000,300000,300000,300000
false/graph_p31.0.smt2,300000,300000,300000,171865,300000
false/graph_t3.0.smt2,300000,300000,300000,300000,300000
false/regexp_find7.0.smt2,300000,300000,300000,300000,300000
false/regexp_kfind3.0.smt2,300000,300000,300000,300000,300000
false/productive_use_of_failure_app_inj1.0.smt2,300000,300000,300000,300000,300000
false/graph_bt5.0.smt2,6390,300000,300000,300000,300000
false/regexp_deluxe_FromToConj_difficult.0.smt2,300000,300000,300000,39853,300000
false/productive_use_of_failure_drop_inj2.0.smt2,39,2702,22,25,3273
false/graph_t5.0.smt2,300000,300000,300000,300000,300000
false/imperative_Apa.0.smt2,300000,400000,300000,569,400000
false/regexp_find5.0.smt2,300000,300000,300000,300000,300000
false/regexp_star_plus_easy.0.smt2,300000,300000,300000,300000,300000
false/graph_p21.0.smt2,300000,300000,300000,139250,300000
false/show_bin_lists_assoc.0.smt2,1161,300000,300000,2757,16987
false/regexp_deluxe_star_plus.0.smt2,300000,300000,300000,300000,300000
false/mergesort_merge_comm.0.smt2,61923,300000,300000,300000,300000
false/queue3_QueueL.0.smt2,300000,300000,300000,10082,300000
false/regexp_star_plus.0.smt2,300000,300000,300000,300000,300000
false/regexp_kfind4.0.smt2,300000,300000,300000,300000,300000
false/queue2_QueueR.0.smt2,300000,300000,300000,300000,300000
false/graph_p7.0.smt2,300000,400000,300000,134999,300000
false/productive_use_of_failure_drop_comm.0.smt2,300000,300000,300000,300000,300000
false/regexp_koen_easy.0.smt2,300000,300000,300000,300000,300000
false/regexp_kfind1.0.smt2,300000,400000,300000,300000,300000
false/productive_use_of_failure_rot_uhhh.0.smt2,300000,300000,300000,300000,300000
false/queue2_QueueL.0.smt2,300000,300000,300000,300000,300000
false/productive_use_of_failure_rot_inj0.0.smt2,11,2169,19,18,92
false/productive_use_of_failure_rot_bogus.0.smt2,577,3115,300000,859,300000
false/productive_use_of_failure_union_idem.0.smt2,300000,300000,300000,300000,300000
false/regexp_find3.0.smt2,300000,300000,300000,300000,300000
false/graph_p5.0.smt2,300000,300000,300000,300000,300000
false/hotel_key_safe0.0.smt2,300000,400000,300000,300000,300000
false/productive_use_of_failure_rot_comm.0.smt2,300000,300000,300000,300000,300000
false/graph_d7.0.smt2,300000,300000,300000,300000,300000
false/regexp_bad_assoc.0.smt2,300000,300000,300000,128331,300000
false/productive_use_of_failure_rot_uhhhw1.0.smt2,13,2786,163022,47,86
false/productive_use_of_failure_drop_idem.0.smt2,61,2763,300000,35,132
false/regexp_find1.0.smt2,300000,300000,300000,300000,300000
false/regexp_find2.0.smt2,300000,300000,300000,300000,300000
false/regexp_deluxe_switcheroo.0.smt2,300000,66257,14387,8969,300000
false/productive_use_of_failure_len_bs.0.smt2,38,5123,300000,103,447
false/regexp_star_plus_2.0.smt2,300000,300000,300000,300000,300000
false/queue1_QueueR.0.smt2,300000,300000,300000,300000,300000
false/regexp_deluxe_bad_assoc.0.smt2,300000,300000,300000,6438,300000
false/regexp_star_plus_1.0.smt2,300000,300000,300000,300000,300000
false/hotel_key_safe2.0.smt2,300000,400000,300000,300000,300000
false/graph_bt4.0.smt2,3656,300000,300000,300000,300000
false/regexp_deluxe_star_seq.0.smt2,300000,300000,300000,300000,300000
false/regexp_find4.0.smt2,300000,300000,300000,300000,300000
false/graph_bt3.0.smt2,2858,300000,300000,300000,300000
false/regexp_deluxe_Conj'.0.smt2,300000,300000,300000,300000,400000
false/regexp_deluxe_star_plus_easy.0.smt2,300000,300000,300000,300000,300000
false/hotel_key_safe1.0.smt2,300000,400000,300000,1107,300000
false/productive_use_of_failure_drop_invol.0.smt2,284,2434,20,23,178
false/regexp_deluxe_iter.0.smt2,300000,300000,300000,2806,538
false/regexp_deluxe_koen.0.smt2,300000,300000,300000,300000,300000
false/graph_p9.0.smt2,300000,300000,300000,163780,300000
false/graph_p11.0.smt2,300000,300000,300000,145168,300000
false/productive_use_of_failure_app_inj2.0.smt2,300000,300000,300000,300000,300000
false/cfg5_unambig.0.smt2,300000,300000,300000,300000,300000
false/regexp_koen.0.smt2,300000,300000,300000,300000,300000
false/regexp_find6.0.smt2,300000,300000,300000,300000,300000
false/queue3_QueueR.0.smt2,300000,300000,300000,583,300000
false/productive_use_of_failure_rot_uhhhw2.0.smt2,32,2410,300000,32,1784
false/productive_use_of_failure_rot_inj1.0.smt2,300000,300000,300000,300000,300000
false/regexp_kfind6.0.smt2,300000,300000,300000,300000,300000
false/graph_tp5.0.smt2,300000,400000,300000,300000,300000
false/regexp_same.0.smt2,300000,300000,300000,300000,300000
false/graph_d5.0.smt2,300000,300000,300000,300000,300000
false/hotel_key_safe3.0.smt2,300000,400000,300000,1113,300000
false/productive_use_of_failure_rot_inj0'.0.smt2,300000,400000,300000,300000,400000
false/regexp_deluxe_Conj.0.smt2,300000,300000,300000,300000,300000
false/graph_btp5.0.smt2,300000,300000,300000,300000,300000
false/regexp_star_plus_easy_1.0.smt2,300000,300000,300000,300000,300000
isaplanner/prop_05.0.smt2,300000,300000,300000,300000,300000
isaplanner/prop_48.0.smt2,300000,300000,300000,300000,300000
isaplanner/prop_16.0.smt2,300000,2407,300000,300000,123
isaplanner/prop_56.0.smt2,300000,300000,300000,300000,300000
isaplanner/prop_20.0.smt2,300000,300000,300000,300000,300000
isaplanner/prop_45.0.smt2,300000,300000,300000,300000,300000
isaplanner/prop_08.0.smt2,300000,300000,300000,300000,300000
isaplanner/prop_44.0.smt2,300000,400000,300000,300000,300000
isaplanner/prop_30.0.smt2,300000,300000,300000,300000,300000
isaplanner/prop_27.0.smt2,300000,300000,300000,300000,300000
isaplanner/prop_86.0.smt2,400000,300000,300000,300000,300000
isaplanner/prop_57.0.smt2,300000,300000,300000,300000,300000
isaplanner/prop_55.0.smt2,300000,300000,300000,300000,300000
isaplanner/prop_37.0.smt2,300000,300000,300000,300000,300000
isaplanner/prop_01.0.smt2,300000,300000,300000,300000,300000
isaplanner/prop_77.0.smt2,300000,300000,300000,300000,300000
